
The query is: Creutzfeldt-Jakob, mad cow disease
The following are the JM_LM score for R138 collection:
77971 9.939890613009984e-07
37732 6.49419093484334e-07
49872 6.396066536659905e-07
20899 6.035895675398537e-07
56318 5.978513043520547e-07
75463 4.688259008856473e-07
2552 4.228886455914672e-07
50734 3.9785736098995414e-07
56248 3.819190948159525e-07
56045 3.819190948159525e-07
60030 3.295205693303791e-07
60088 3.12791708570191e-07
56055 3.12791708570191e-07
47714 3.0591033989552117e-07
65378 2.830793352204782e-07
73012 2.645836170366091e-07
22407 2.6281712590128056e-07
48174 2.5902365595524275e-07
50408 2.5902365595524275e-07
48342 2.4859464236964167e-07
40341 2.4459934289624795e-07
62620 2.3070448116730878e-07
56066 2.2998022802966265e-07
59382 2.2701211325868922e-07
59561 2.2701211325868922e-07
20785 2.1711392903051915e-07
21089 2.0606788439345696e-07
21088 2.0218012465811964e-07
74775 1.8084062018570625e-07
50413 1.756757675194221e-07
48181 1.756757675194221e-07
18110 1.705995202028994e-07
25174 1.606655219876271e-07
18216 1.5967752673369497e-07
21110 1.571842398286882e-07
46725 1.560419737528941e-07
22894 1.480738498305732e-07
47015 1.4767886197701204e-07
5014 1.4415306410650246e-07
47257 1.3738302171810705e-07
46942 1.3738302171810705e-07
47663 1.3738302171810705e-07
56319 1.3717479198749575e-07
22692 1.362736390919032e-07
20823 1.362736390919032e-07
36554 1.3231314174355976e-07
62056 1.2748001745223696e-07
62544 1.2748001745223696e-07
77921 1.2185498416070923e-07
38479 1.207303477300538e-07
36618 1.207303477300538e-07
37729 1.1945608396139424e-07
4976 1.1583096209604216e-07
10228 1.1375688694498707e-07
4973 1.1115228610679355e-07
4955 1.1049350147453345e-07
8466 1.1049350147453345e-07
67894 1.1020699072421705e-07
35333 1.0544359420501015e-07
22446 1.0392126138437813e-07
20837 1.0392126138437813e-07
50366 1.0388885463614375e-07
67551 1.0375842305188238e-07
68024 1.0375842305188238e-07
58956 9.336708126825935e-08
58787 9.336708126825935e-08
20892 9.193874512412506e-08
44872 9.114182153924229e-08
49889 8.995495814570695e-08
48268 8.881398394373725e-08
64742 8.855089928503939e-08
66012 8.634495218602192e-08
60709 8.634495218602192e-08
67886 8.502078891903403e-08
67787 8.454115863321496e-08
47078 8.270259295858527e-08
47003 8.238573920129727e-08
69426 7.859718152701145e-08
7576 7.812658218237456e-08
56253 7.780189376798477e-08
69536 7.754276533259784e-08
56252 7.728653890717935e-08
56150 7.728653890717935e-08
65477 7.685306396334981e-08
56244 7.557034779975487e-08
68513 7.317618095090442e-08
54749 6.918572064532393e-08
54315 6.898668647041397e-08
53572 6.358600617037768e-08
65544 6.195102172309533e-08
66119 6.195102172309533e-08
30182 5.8037550376784067e-08
67968 5.803340755701188e-08
57866 5.774790698130321e-08
59417 5.5949114755483195e-08
59577 5.5949114755483195e-08
67793 4.958525614443541e-08
82540 4.362387958785293e-08
