
The query is: Terrorism Middle East tourism
The following are the JM_LM score for R110 document:

41791 0.0005462803600574816
42439 0.0004405770531708085
38356 0.0003997643572354575
85147 0.00038716397060909683
28185 0.00038527668041011843
25590 0.00030550146048633696
18552 0.00028700097237831283
23408 0.00028700097237831283
6163 0.00024633516215825533
82926 0.00012199829213173014
60334 7.258124576346424e-05
54109 6.716732575591325e-05
13264 6.536915367956395e-05
30597 6.306596306262294e-05
3595 6.214742870943813e-05
15458 6.075481210944827e-05
27404 5.960795138004484e-05
71167 5.631349430407515e-05
14956 5.491065227365261e-05
26495 5.218486380181829e-05
72796 4.8369413411665995e-05
19408 4.475011387075869e-05
21659 4.424721046078783e-05
25645 4.424721046078783e-05
60008 4.3842876119171255e-05
19413 4.3412794071838534e-05
86950 4.200090856291798e-05
79578 4.109958991884387e-05
59210 4.071281936274087e-05
69330 3.871168078389429e-05
29675 3.852549807942125e-05
78595 3.715362552014622e-05
85987 3.7074248614423974e-05
76441 3.653744547233625e-05
38920 3.653744547233625e-05
83264 3.647811732584104e-05
3601 3.5961670673562995e-05
22541 3.5687713309630566e-05
83813 3.5687713309630566e-05
83267 3.367286376070905e-05
12741 3.326744170137231e-05
75434 3.312111616289155e-05
82907 3.291496994462831e-05
82164 3.243224593303086e-05
32982 3.2345433469654874e-05
79565 3.2175126216662484e-05
78572 3.188730165358344e-05
82163 3.1873908512977805e-05
78574 3.1728397191505514e-05
69331 3.161176228526997e-05
64271 3.126216490491967e-05
53296 3.116580529083992e-05
72320 3.0425007484254476e-05
8052 2.971317162677246e-05
53133 2.944203886119114e-05
6304 2.9234796786905218e-05
13285 2.90356029485139e-05
22546 2.8938879017371955e-05
78580 2.8938879017371955e-05
16827 2.8938879017371955e-05
4839 2.8843997446823197e-05
83804 2.7039401661444434e-05
83809 2.6915829438429993e-05
80280 2.6885525944809088e-05
53185 2.627284052096664e-05
80283 2.6121877905562207e-05
58418 2.5977035396187675e-05
75429 2.59300506895673e-05
75433 2.583794821831147e-05
75431 2.583794821831147e-05
9456 2.5332797240994217e-05
4046 2.4235739238647863e-05
82908 2.313738539646883e-05
75435 2.2785530103842048e-05
78584 2.2549096007657154e-05
81474 2.240713116403179e-05
56638 1.8976314109752104e-05
79552 1.8976314109752104e-05
7486 1.8976314109752104e-05
68777 1.8976314109752104e-05
82190 1.8976314109752104e-05
68775 1.8976314109752104e-05
78577 1.8976314109752104e-05
54671 1.8976314109752104e-05
61409 1.8976314109752104e-05
76397 1.8976314109752104e-05
78582 1.8976314109752104e-05
39858 1.8976314109752104e-05
46387 1.8976314109752104e-05
26529 1.8976314109752104e-05
42441 1.8976314109752104e-05
