
The query is: NAFTA
The following are the BM25 score for each document:

58199 0.0
75183 0.0
46161 0.0
85759 0.0
61161 0.0
25903 0.0
41074 0.0
46152 0.0
43605 0.0
60154 0.0
46157 0.0
60224 0.0
66880 -0.19339866172622217
66895 -0.19469021264976014
37202 -0.23986217346251887
61165 -0.2501530290879476
68709 -0.2685904545493136
83678 -0.2928749607701078
55609 -0.2944706350656149
85663 -0.3271888526833506
52661 -0.3307547087331084
85344 -0.3634053876108164
75205 -0.3934196082939306
60293 -0.41047980265176703
52489 -0.41163898628021567
51260 -0.4124154194514452
51453 -0.42908665810402513
31619 -0.43076069652144183
24044 -0.44476446840983547
9133 -0.44801105036809835
8622 -0.44801105036809835
58009 -0.4486314244300621
84829 -0.4624857726330378
