
The query is: Symptoms Parkinson's disease
The following are the MY_PRM score for R122 collection:
54175 0.4412933042662858
80435 0.416057525401911
73186 0.41545530550221554
76564 0.41545530550221554
72052 0.41545530550221554
38244 0.3871826041892592
53720 0.37803665102708905
44818 0.3676905224845974
44857 0.36392019162338857
54203 0.33817690329510264
39922 0.2933378441647571
78866 0.284623575073978
54747 0.27958653836485703
61683 0.25255594896484757
66820 0.25209082528998067
7121 0.23574308970177935
75018 0.23088588143422561
82415 0.23029714015791283
79418 0.22710365287152892
39150 0.22198974107516126
74775 0.21618317797994008
4408 0.2111492104415376
70648 0.20762379481770724
39110 0.20160501733349098
53615 0.19985652654358213
39149 0.19982971964780485
44789 0.1952385089500309
86296 0.19440825472878145
66084 0.19085420277065845
61721 0.1906036713078821
68921 0.1899471383275842
36992 0.18978332582946755
36421 0.1874570520215253
36966 0.18674233146241018
77921 0.18546233190875433
39153 0.17662506327054212
86159 0.1745446400012656
71255 0.16643957959471986
67271 0.16421626968240893
69428 0.1582348461029034
68865 0.15607897821985472
67267 0.15529804435193634
55832 0.14962118698954638
37094 0.14902079207183616
34274 0.14470861444935584
36985 0.14391933142504246
69461 0.1408196920072331
45278 0.14041704225063967
13984 0.13491595725480066
29942 0.13443061721843771
72267 0.1295967383766483
65439 0.12230881076247953
16877 0.11646556568227863
61698 0.11335330803805486
64651 0.11143064145834333
77971 0.10773386230377274
67261 0.10701892970688817
68421 0.10593518265575678
54157 0.1036238709545795
65315 0.09804189963498158
64629 0.09678416410049544
67794 0.09368848297192686
68862 0.0931073055165522
84331 0.08931356632272497
68856 0.08432651499642728
62470 0.07790706048498301
66005 0.07269298532165426
68853 0.0684652532437054
59532 0.0440898755304769
61734 0.042110207359373764
