
The query is: WTO trade debates
The following are the MY_PRM score for R135 collection:
57876 0.6939047076109868
71894 0.6012167855703762
42848 0.47557402651713665
86691 0.342865930947523
2738 0.31150466626517487
80891 0.2564397916946607
67433 0.2390919210514953
67275 0.2390919210514953
34733 0.23741033729354752
78305 0.23298833125457685
42847 0.1248380710095961
66181 0.12207190509638927
7741 0.1162739540016655
31784 0.09722481696929167
65465 0.0819063616625818
66118 0.0819063616625818
68756 0.03392639268282119
79698 0.020140061736801197
78998 0.020140061736801197
52721 -0.02302992866759037
82689 -0.059811499434265815
41556 -0.09529748633855398
40131 -0.09529748633855398
44221 -0.14673322479497383
65311 -0.20166284782641958
65501 -0.20489497362172077
49229 -0.21700804004683016
46122 -0.21700804004683016
59518 -0.3109608843239175
